Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,Attrition
52,Male,Sales,Human Resources,3,Single,6022,2,10,No,Yes
24,Female,Research & Development,Human Resources,3,Married,5351,4,12,Yes,Yes
38,Female,Sales,Research Scientist,1,Single,3398,1,33,No,No
35,Male,Human Resources,Research Scientist,2,Married,6169,2,7,No,No
20,Male,Research & Development,Research Scientist,5,Single,7838,4,24,No,No
59,Male,Research & Development,Research Scientist,5,Married,4281,4,26,No,No
56,Male,Sales,Manager,2,Married,5968,1,10,No,No
58,Female,Sales,Research Scientist,5,Single,4621,2,17,Yes,No
28,Male,Sales,Research Scientist,5,Single,10840,1,9,No,No
56,Female,Sales,Research Scientist,5,Married,6779,4,32,No,No
41,Male,Sales,Sales Executive,3,Single,6224,2,35,Yes,No
36,Male,Research & Development,Sales Executive,3,Married,4785,3,16,No,No
21,Male,Sales,Sales Executive,3,Single,8209,3,4,No,Yes
43,Male,Research & Development,Laboratory Technician,2,Married,5998,3,22,Yes,No
55,Male,Sales,Manager,4,Married,5837,4,2,No,No
59,Male,Sales,Human Resources,5,Single,5816,3,38,Yes,No
49,Female,Research & Development,Research Scientist,1,Married,3235,4,36,No,No
56,Female,Research & Development,Sales Executive,3,Married,9739,2,9,No,Yes
53,Male,Research & Development,Manager,1,Single,8299,1,26,No,No
57,Male,Sales,Research Scientist,5,Single,6022,4,6,Yes,No
54,Male,Research & Development,Laboratory Technician,4,Married,5742,2,28,No,No
50,Male,Research & Development,Human Resources,1,Single,3796,2,38,Yes,No
53,Male,Sales,Research Scientist,5,Divorced,2309,2,5,No,No
20,Male,Research & Development,Human Resources,5,Married,3797,1,8,Yes,No
26,Male,Research & Development,Research Scientist,3,Single,8859,4,7,No,No
25,Male,Sales,Laboratory Technician,4,Married,5033,2,13,No,No
50,Male,Human Resources,Manager,5,Single,8705,3,37,Yes,No
23,Male,Research & Development,Human Resources,4,Married,5924,3,8,No,Yes
58,Female,Sales,Human Resources,3,Single,3828,2,10,No,No
56,Male,Research & Development,Manager,1,Married,4164,3,10,No,No
21,Male,Sales,Human Resources,2,Married,6616,3,39,No,No
30,Female,Research & Development,Sales Executive,2,Married,1951,4,34,Yes,No
19,Female,Research & Development,Manager,2,Single,4082,1,10,Yes,No
22,Female,Sales,Laboratory Technician,4,Single,4865,4,35,No,No
44,Female,Sales,Research Scientist,2,Single,8051,2,2,No,No
49,Male,Sales,Research Scientist,1,Single,6707,2,18,No,No
38,Female,Research & Development,Manager,5,Single,6468,3,7,No,No
25,Female,Research & Development,Sales Executive,4,Married,7158,4,27,No,No
55,Male,Sales,Laboratory Technician,1,Married,8585,2,0,No,No
25,Male,Sales,Research Scientist,4,Single,6126,2,39,Yes,No
20,Female,Sales,Research Scientist,4,Single,3414,3,29,No,Yes
20,Male,Sales,Sales Executive,4,Married,6469,3,37,Yes,No
39,Male,Sales,Human Resources,3,Married,3899,2,10,No,Yes
23,Male,Research & Development,Manager,5,Married,827,4,28,No,No
19,Male,Research & Development,Sales Executive,2,Single,6472,1,30,No,No
40,Male,Human Resources,Sales Executive,3,Married,7291,4,9,Yes,No
19,Female,Human Resources,Sales Executive,5,Married,6867,3,34,No,No
55,Female,Research & Development,Sales Executive,2,Single,7263,2,39,No,No
34,Male,Research & Development,Human Resources,3,Married,8786,3,28,Yes,No
52,Female,Human Resources,Laboratory Technician,3,Married,3577,2,36,No,No
51,Male,Sales,Sales Executive,1,Single,5029,2,1,No,No
40,Male,Sales,Sales Executive,3,Married,2782,1,0,No,No
47,Female,Sales,Manager,4,Married,7123,3,31,No,No
25,Female,Research & Development,Research Scientist,3,Married,9072,1,23,No,No
39,Female,Research & Development,Human Resources,4,Married,4638,4,1,No,No
53,Female,Sales,Sales Executive,5,Single,7805,3,2,No,No
22,Female,Research & Development,Laboratory Technician,5,Married,4076,1,8,No,Yes
30,Female,Research & Development,Laboratory Technician,4,Married,7613,3,23,No,No
46,Male,Sales,Laboratory Technician,1,Divorced,415,1,11,Yes,Yes
48,Female,Sales,Manager,1,Single,9806,1,33,No,No
33,Female,Sales,Laboratory Technician,5,Single,3274,3,33,No,No
59,Female,Sales,Manager,3,Divorced,6422,4,22,No,No
47,Male,Research & Development,Human Resources,5,Married,9512,1,18,No,No
33,Male,Research & Development,Laboratory Technician,5,Divorced,3079,1,31,Yes,No
29,Female,Research & Development,Research Scientist,4,Single,10398,3,27,No,No
34,Male,Research & Development,Sales Executive,1,Single,11257,4,25,No,No
33,Female,Research & Development,Human Resources,4,Single,7722,3,11,No,Yes
29,Male,Research & Development,Research Scientist,5,Married,6042,2,30,No,No
25,Male,Research & Development,Human Resources,2,Married,5537,3,10,No,No
37,Female,Research & Development,Laboratory Technician,3,Married,7435,2,39,No,No
20,Male,Research & Development,Human Resources,5,Single,7865,1,3,Yes,No
33,Male,Sales,Human Resources,4,Single,967,4,17,Yes,No
47,Female,Research & Development,Human Resources,2,Married,5287,4,28,No,No
40,Female,Sales,Manager,2,Married,4538,3,38,Yes,No
45,Male,Research & Development,Research Scientist,5,Married,4176,2,30,No,No
57,Female,Research & Development,Laboratory Technician,1,Single,4225,3,27,No,No
22,Male,Sales,Sales Executive,2,Married,2764,4,26,Yes,Yes
37,Female,Human Resources,Laboratory Technician,3,Single,9874,2,29,Yes,No
57,Male,Sales,Laboratory Technician,4,Married,4531,4,10,No,No
18,Female,Sales,Manager,4,Married,5637,2,13,No,Yes
47,Male,Sales,Manager,4,Divorced,5218,3,3,No,No
38,Male,Research & Development,Human Resources,5,Married,4628,1,35,No,No
37,Male,Research & Development,Laboratory Technician,4,Single,7042,1,0,Yes,Yes
23,Female,Research & Development,Research Scientist,4,Single,5219,2,38,No,No
39,Male,Research & Development,Manager,3,Divorced,7513,2,36,No,No
35,Female,Sales,Manager,1,Single,9925,1,32,No,No
25,Female,Sales,Research Scientist,5,Single,3249,3,20,No,Yes
56,Male,Sales,Manager,5,Divorced,6807,3,23,No,No
49,Male,Research & Development,Research Scientist,4,Married,6733,4,39,No,No
50,Male,Research & Development,Sales Executive,3,Married,3061,4,12,No,No
33,Female,Sales,Research Scientist,2,Single,7615,1,33,No,No
29,Male,Sales,Sales Executive,4,Married,5344,1,37,No,No
55,Male,Sales,Human Resources,4,Single,9948,1,28,Yes,No
51,Female,Research & Development,Human Resources,5,Single,8497,2,35,Yes,No
31,Female,Sales,Manager,5,Single,5998,4,39,Yes,No
53,Male,Sales,Research Scientist,4,Single,5459,1,4,Yes,Yes
50,Male,Sales,Manager,5,Divorced,10331,1,19,Yes,No
40,Female,Research & Development,Research Scientist,3,Married,4551,4,28,No,No
19,Female,Research & Development,Manager,2,Married,6661,1,10,Yes,No
58,Female,Research & Development,Human Resources,2,Divorced,5837,1,7,No,No
38,Female,Research & Development,Human Resources,2,Single,8987,3,27,No,No
19,Male,Research & Development,Manager,4,Single,9179,4,17,No,No
44,Male,Human Resources,Research Scientist,4,Married,7355,3,29,No,No
26,Male,Sales,Laboratory Technician,4,Married,4680,4,13,No,No
18,Male,Research & Development,Research Scientist,3,Married,5608,1,8,No,No
28,Female,Research & Development,Manager,2,Single,2924,2,9,Yes,No
20,Male,Sales,Research Scientist,5,Married,6622,2,24,No,No
40,Male,Research & Development,Sales Executive,5,Single,3983,3,26,Yes,No
43,Female,Sales,Research Scientist,1,Single,11597,2,1,No,No
21,Male,Sales,Human Resources,1,Single,4630,2,2,No,No
35,Male,Sales,Human Resources,5,Single,8564,3,28,No,Yes
23,Male,Sales,Sales Executive,2,Single,9821,1,36,No,No
52,Female,Research & Development,Research Scientist,4,Single,8072,4,26,No,No
39,Female,Research & Development,Laboratory Technician,5,Divorced,4733,1,3,No,No
32,Male,Research & Development,Research Scientist,5,Divorced,4554,3,34,No,Yes
39,Male,Research & Development,Human Resources,1,Married,13360,1,26,Yes,No
54,Female,Sales,Human Resources,2,Divorced,10934,1,18,Yes,No
59,Female,Research & Development,Manager,5,Divorced,6758,3,9,No,No
29,Female,Research & Development,Human Resources,4,Single,5154,3,25,No,No
59,Female,Sales,Manager,4,Married,3824,3,6,No,Yes
55,Female,Research & Development,Human Resources,3,Divorced,4450,2,26,No,No
35,Male,Research & Development,Human Resources,4,Married,7775,3,29,Yes,No
52,Male,Research & Development,Laboratory Technician,5,Single,11782,3,11,No,No
47,Male,Sales,Manager,5,Married,5703,3,39,Yes,No
41,Female,Sales,Manager,4,Single,8996,3,4,No,No
59,Female,Research & Development,Human Resources,1,Single,8246,1,12,Yes,No
47,Male,Human Resources,Manager,2,Single,5268,3,3,No,No
31,Male,Sales,Human Resources,5,Single,8497,4,1,Yes,No
23,Male,Human Resources,Human Resources,4,Single,8575,3,36,No,No
20,Female,Sales,Research Scientist,4,Married,8292,4,33,Yes,No
33,Female,Sales,Manager,5,Single,4968,4,5,No,No
24,Female,Research & Development,Sales Executive,3,Single,7792,2,25,No,No
31,Female,Research & Development,Manager,2,Single,8972,2,10,No,No
26,Female,Sales,Manager,5,Married,8389,1,0,No,No
32,Female,Sales,Laboratory Technician,4,Divorced,8694,3,33,No,No
38,Female,Research & Development,Sales Executive,3,Single,5492,3,20,No,No
52,Male,Human Resources,Sales Executive,5,Single,8681,4,9,Yes,No
19,Male,Sales,Laboratory Technician,2,Married,9225,3,4,No,No
44,Male,Sales,Laboratory Technician,3,Married,4857,4,25,No,No
19,Male,Research & Development,Manager,4,Single,2539,2,18,No,No
52,Female,Research & Development,Research Scientist,1,Single,10088,1,20,No,No
35,Male,Sales,Laboratory Technician,2,Married,4843,2,33,No,No
31,Female,Human Resources,Sales Executive,3,Single,4143,3,28,Yes,No
37,Male,Sales,Sales Executive,5,Divorced,6530,4,37,No,No
35,Male,Research & Development,Manager,5,Single,5325,2,14,No,No
27,Female,Research & Development,Research Scientist,3,Single,1184,3,39,Yes,No
42,Male,Research & Development,Human Resources,5,Married,8229,4,15,No,No
19,Male,Sales,Laboratory Technician,3,Married,8166,3,17,No,No
42,Male,Research & Development,Laboratory Technician,2,Single,3421,3,0,No,Yes
50,Female,Human Resources,Manager,5,Divorced,5936,1,10,No,No
53,Male,Research & Development,Research Scientist,2,Married,3456,2,35,No,No
48,Female,Research & Development,Sales Executive,4,Single,3853,3,31,Yes,No
31,Female,Sales,Sales Executive,4,Married,4495,3,27,Yes,No
18,Female,Research & Development,Human Resources,4,Single,7321,1,5,Yes,No
33,Female,Human Resources,Sales Executive,4,Single,11027,1,6,Yes,No
20,Male,Research & Development,Laboratory Technician,5,Single,4966,4,39,No,No
52,Male,Research & Development,Human Resources,3,Married,8097,3,23,Yes,No
58,Female,Human Resources,Research Scientist,5,Married,7994,3,9,No,No
23,Male,Sales,Human Resources,5,Single,675,3,29,No,No
42,Male,Research & Development,Research Scientist,2,Single,2537,3,16,No,No
30,Male,Research & Development,Sales Executive,3,Married,11115,1,7,No,No
51,Female,Research & Development,Manager,1,Married,4734,2,11,No,No
25,Male,Research & Development,Human Resources,1,Married,7132,1,25,No,No
38,Male,Research & Development,Human Resources,3,Single,6841,4,16,No,No
51,Female,Sales,Laboratory Technician,1,Married,679,1,34,No,No
21,Female,Sales,Laboratory Technician,3,Single,4294,2,4,No,No
42,Male,Sales,Research Scientist,2,Married,7816,3,10,Yes,No
32,Male,Research & Development,Manager,2,Single,3655,4,15,No,No
21,Female,Sales,Laboratory Technician,5,Single,5054,4,29,No,No
29,Female,Sales,Laboratory Technician,1,Married,2989,3,39,No,No
49,Female,Research & Development,Sales Executive,3,Married,3898,2,5,No,No
49,Male,Research & Development,Sales Executive,2,Married,4683,1,19,No,No
45,Male,Human Resources,Laboratory Technician,5,Divorced,1352,3,19,Yes,No
30,Female,Human Resources,Research Scientist,1,Single,8928,2,23,No,No
48,Female,Research & Development,Manager,1,Married,2528,2,26,No,Yes
31,Male,Sales,Laboratory Technician,1,Married,5568,2,2,No,No
37,Male,Research & Development,Research Scientist,2,Married,4137,3,23,No,No
35,Female,Sales,Research Scientist,2,Married,8692,2,9,Yes,No
46,Male,Research & Development,Laboratory Technician,1,Married,2919,4,24,No,No
23,Male,Research & Development,Research Scientist,2,Married,4044,4,27,No,No
49,Male,Research & Development,Human Resources,1,Married,2657,1,17,No,No
46,Male,Research & Development,Research Scientist,4,Divorced,-20,1,13,No,Yes
19,Male,Sales,Laboratory Technician,2,Single,7272,2,0,No,Yes
40,Female,Research & Development,Research Scientist,3,Married,6080,2,19,Yes,No
36,Male,Sales,Laboratory Technician,2,Divorced,6547,2,24,Yes,No
48,Male,Human Resources,Sales Executive,1,Married,8026,1,11,No,No
22,Male,Research & Development,Laboratory Technician,3,Married,6270,4,38,No,No
36,Male,Research & Development,Research Scientist,5,Single,4889,4,8,No,No
51,Male,Human Resources,Laboratory Technician,3,Single,6649,3,8,Yes,No
27,Male,Research & Development,Manager,3,Married,4733,1,24,No,No
42,Female,Sales,Laboratory Technician,2,Single,8780,2,29,No,No
19,Male,Sales,Laboratory Technician,3,Married,5094,4,39,No,No
28,Male,Research & Development,Manager,3,Married,5701,3,27,No,No
48,Male,Research & Development,Manager,1,Single,7591,4,1,No,No
32,Male,Research & Development,Manager,2,Single,11840,3,24,No,No
26,Female,Human Resources,Human Resources,1,Married,3444,2,17,Yes,No
40,Male,Sales,Laboratory Technician,2,Single,2954,2,23,No,No
36,Female,Sales,Manager,5,Married,5387,4,17,No,No
26,Male,Sales,Manager,3,Married,4129,1,26,No,No
52,Female,Research & Development,Sales Executive,2,Single,7749,4,34,No,No
38,Male,Sales,Human Resources,3,Single,6493,1,33,Yes,No
26,Female,Sales,Laboratory Technician,3,Married,3201,4,37,No,No
45,Male,Research & Development,Research Scientist,4,Single,7873,1,5,No,No
24,Male,Research & Development,Human Resources,1,Married,10619,2,15,No,Yes
33,Female,Research & Development,Human Resources,2,Divorced,4002,3,22,No,No
33,Female,Research & Development,Sales Executive,5,Married,6813,1,27,Yes,No
50,Male,Research & Development,Laboratory Technician,4,Single,513,2,12,No,No
21,Male,Research & Development,Laboratory Technician,1,Married,5079,3,11,No,No
21,Male,Research & Development,Manager,5,Married,6774,2,10,No,No
56,Female,Sales,Manager,5,Married,5646,2,21,No,No
57,Male,Sales,Human Resources,3,Married,6281,2,30,Yes,No
34,Male,Sales,Sales Executive,1,Married,4054,1,26,Yes,No
54,Female,Sales,Laboratory Technician,4,Single,9150,2,26,No,No
56,Female,Research & Development,Sales Executive,2,Married,4973,2,39,No,No
46,Female,Sales,Research Scientist,2,Married,2926,2,25,No,No
53,Female,Human Resources,Laboratory Technician,4,Married,5902,1,6,No,No
55,Female,Sales,Manager,3,Single,8307,4,10,No,No
56,Male,Research & Development,Human Resources,3,Single,7386,2,21,No,No
54,Male,Research & Development,Sales Executive,5,Divorced,4705,4,39,Yes,No
52,Female,Research & Development,Manager,1,Single,10432,2,18,No,No
24,Male,Research & Development,Human Resources,5,Single,5813,1,37,Yes,No
44,Female,Sales,Manager,2,Married,1719,4,19,No,No
45,Male,Research & Development,Laboratory Technician,4,Married,7485,2,18,No,No
39,Male,Sales,Sales Executive,1,Single,5656,4,18,Yes,No
31,Female,Research & Development,Research Scientist,4,Married,5814,3,35,Yes,No
24,Female,Research & Development,Manager,1,Married,8222,4,26,No,Yes
54,Male,Sales,Sales Executive,2,Married,5347,2,16,Yes,No
39,Female,Research & Development,Laboratory Technician,2,Divorced,5274,4,17,Yes,No
22,Female,Sales,Manager,1,Single,2866,2,19,Yes,No
19,Male,Research & Development,Laboratory Technician,3,Married,4676,4,7,Yes,No
44,Male,Human Resources,Research Scientist,1,Single,6612,4,39,No,No
38,Female,Research & Development,Research Scientist,2,Single,4530,1,10,No,No
55,Female,Research & Development,Human Resources,4,Married,1826,1,29,No,No
32,Male,Research & Development,Human Resources,5,Single,7628,4,11,No,No
38,Female,Human Resources,Human Resources,4,Married,7731,1,22,No,No
27,Female,Sales,Laboratory Technician,2,Single,7750,1,5,Yes,No
40,Male,Research & Development,Human Resources,4,Single,3686,3,34,Yes,No
56,Female,Research & Development,Sales Executive,3,Married,5948,2,14,No,No
22,Male,Sales,Laboratory Technician,3,Married,6599,2,37,No,No
18,Male,Sales,Laboratory Technician,1,Single,7486,3,27,No,No
30,Female,Sales,Human Resources,4,Divorced,7542,4,6,No,No
38,Female,Research & Development,Human Resources,4,Single,2467,1,5,No,No
43,Female,Research & Development,Laboratory Technician,2,Single,10305,2,26,No,No
38,Male,Research & Development,Research Scientist,1,Single,2978,3,1,Yes,No
35,Male,Research & Development,Research Scientist,1,Single,1922,2,5,No,No
54,Male,Sales,Human Resources,4,Single,-1334,4,31,No,No
49,Male,Sales,Research Scientist,5,Married,7746,3,28,No,No
53,Male,Sales,Sales Executive,4,Married,9622,4,33,No,No
34,Female,Research & Development,Sales Executive,4,Single,4418,4,0,Yes,Yes
52,Male,Sales,Sales Executive,4,Divorced,1580,3,14,No,No
28,Female,Research & Development,Laboratory Technician,3,Single,8186,2,9,No,No
38,Male,Human Resources,Laboratory Technician,1,Single,2755,1,9,No,No
43,Female,Research & Development,Laboratory Technician,3,Single,7547,1,9,No,No
21,Male,Research & Development,Laboratory Technician,5,Single,3688,3,36,No,No
51,Male,Research & Development,Laboratory Technician,2,Married,4902,1,31,No,No
35,Male,Sales,Human Resources,5,Single,6798,4,35,No,No
57,Male,Sales,Research Scientist,1,Married,6816,2,24,Yes,No
52,Female,Research & Development,Human Resources,2,Married,6266,3,14,No,No
58,Male,Research & Development,Research Scientist,5,Married,9675,4,8,No,No
46,Female,Research & Development,Human Resources,1,Married,10285,4,15,No,No
46,Female,Sales,Sales Executive,5,Single,10480,2,18,No,No
55,Female,Research & Development,Manager,2,Single,5559,2,11,No,No
